date;title;artist;danceability
2009-08-01;Come Home;onerepublic;511
2009-08-01;If It Kills Me;jason mraz;632
2009-08-01;You Don't Belong;daughtry;0.42
2009-07-25;Just Dance;lady gaga;818
2009-07-25;All The Above;maino;374
2009-07-25;Ignorance;paramore;522
2009-07-25;I Wanna Know You;hannah montana;686
2009-07-25;Ice Cream Freeze (Let's Chill);hannah montana;725
2009-07-25;Shining Down;lupe fiasco;371
2009-07-18;It's America;rodney atkins;597
2009-07-18;Careless Whisper;seether;505
2009-07-18;One In Every Crowd;montgomery gentry;643
2009-07-18;Sissy's Song;alan jackson;721
2009-07-18;Lost You Anyway;toby keith;409
2009-07-18;Halle Berry (She's Fine);hurricane chris;709
2009-07-18;Paranoid;jonas brothers;635
2009-07-18;One And The Same;selena gomez;497
2009-07-11;Kiss Me Thru The Phone;soulja boy tell 'em;761
2009-07-11;My Life Would Suck Without You;kelly clarkson;529
2009-07-11;If U Seek Amy;britney spears;717
2009-07-11;I'm On A Boat;the lonely island;622
2009-07-11;Echo;gorilla zoe;809
2009-07-11;Funny The Way It Is;dave matthews band;587
2009-07-11;Take Me On The Floor;the veronicas;0.61
2009-07-04;Dead And Gone;t.i.;713
2009-07-04;How Do You Sleep?;jesse mccartney;749
2009-07-04;Where I'm From;jason michael carroll;547
2009-07-04;We Made You;eminem;922
2009-07-04;Beggin';madcon;713
2009-07-04;Swag Surfin';fast life yungstaz (f.l.y.);734
2009-07-04;Damned If I Do Ya (Damned If I Don't);all time low;554
2009-07-04;Fly With Me;jonas brothers;0.48
2009-06-27;I Told You So;carrie underwood;369
2009-06-27;Here Comes Goodbye;rascal flatts;425
2009-06-27;sobeautiful;musiq soulchild;689
2009-06-27;Welcome To The World;kevin rudolf;596
2009-06-27;Halle Berry (She's Fine);hurricane chris;709
2009-06-27;Hey;mitchel musso;404
2009-06-27;On The Ocean;k'jon;246
2009-06-20;1, 2, 3, 4;plain white t's;464
2009-06-20;Ain't I;yung l.a.;665
2009-06-20;I Love College;asher roth;708
2009-06-20;Hoedown Throwdown;miley cyrus;738
2009-06-20;No Boundaries;kris allen;449
2009-06-20;Heartless;kris allen;577
2009-06-20;Mad World;adam lambert;533
2009-06-13;Just Dance;lady gaga;818
2009-06-13;Heartless;kanye west;787
2009-06-13;Poker Face;lady gaga;847
2009-06-13;She's Country;jason aldean;554
2009-06-13;Never Ever;ciara;668
2009-06-13;If This Isn't Love;jennifer hudson;567
2009-06-13;Love Sex Magic;ciara;893
2009-06-13;Always The Love Songs;eli young band;471
2009-06-13;LoveGame;lady gaga;892
2009-06-13;Amazing;kanye west;586
2009-06-13;Permanent;david cook;577
2009-06-13;Ain't No Sunshine;kris allen;425
2009-06-13;No Boundaries;adam lambert;516
2009-06-13;Wetter;twista;799
2009-06-06;Lucky;jason mraz;623
2009-06-06;Home Sweet Home;carrie underwood;398
2009-06-06;Note To God;charice;532
2009-06-06;A Change Is Gonna Come;adam lambert;0.34
2009-06-06;Apologize;kris allen;657
2009-06-06;One;adam lambert;0.53
2009-06-06;Insane;eminem;873
2009-06-06;Falling Slowly;kris allen;unknown
2009-06-06;Rehab;glee cast;439
2009-05-30;Sober;pink;617
2009-05-30;Mad;ne-yo;734
2009-05-30;Turnin Me On;keri hilson;0.67
2009-05-30;It Won't Be Like This For Long;darius rucker;584
2009-05-30;Jai Ho! (You Are My Destiny);a r rahman;653
2009-05-30;Magnificent;rick ross;615
2009-05-30;Crazier;taylor swift;441
2009-05-30;Epiphany;chrisette michele;727
2009-05-30;Old Time's Sake;eminem;767
2009-05-30;I'm Just Here For The Music;paula abdul;751
2009-05-30;Heartless;the fray;483
2009-05-23;Rockin' That Thang;the-dream;674
2009-05-23;Crack A Bottle;eminem, dr. dre;674
2009-05-23;Don't Think I Can't Love You;jake owen;435
2009-05-23;Stanky Legg;gs boyz;0.76
2009-05-23;You Can Get It All;bow wow;676
2009-05-23;Next To You;mike jones;0.65
2009-05-23;Don't Forget;demi lovato;607
2009-05-23;There Goes My Baby;charlie wilson;596
2009-05-16;Beautiful;akon;739
2009-05-16;Circus;britney spears;791
2009-05-16;Diva;beyonce;875
2009-05-16;The Fear;lily allen;656
2009-05-16;Soulmate;natasha bedingfield;453
2009-05-16;3am;eminem;787
2009-05-16;America's Suitehearts;fall out boy;479
2009-05-09;Viva La Vida;coldplay;485
2009-05-09;Hot N Cold;katy perry;706
2009-05-09;Let It Rock;kevin rudolf;618
2009-05-09;She Got Her Own;ne-yo;655
2009-05-09;River Of Love;george strait;533
2009-05-09;Thinking Of You;katy perry;431
2009-05-09;Nothin' To Die For;tim mcgraw;487
2009-05-09;Candle (Sick And Tired);the white tie affair;557
2009-05-09;Butterfly Fly Away;miley cyrus;599
2009-05-09;Imma Put It On Her;day26;598
2009-05-09;Maybach Music 2;rick ross;421
2009-05-09;Lark On My Go-Kart;asher roth;492
2009-05-02;Single Ladies (Put A Ring On It);beyonce;426
2009-05-02;Move (If You 'W'anna);mims;728
2009-05-02;Shuttin' Detroit Down;john rich;512
2009-05-02;Ride;martina mcbride;529
2009-05-02;You'll Always Find Your Way Back Home;hannah montana;569
2009-05-02;Let's Get Crazy;hannah montana;721
2009-05-02;Panic Switch;silversun pickups;258
2009-05-02;It's Alright, It's OK;ashley tisdale;515
2009-04-25;White Horse;taylor swift;355
2009-04-25;I Hate This Part;the pussycat dolls;748
2009-04-25;Untouched;the veronicas;557
2009-04-25;Just Like Me;jamie foxx;759
2009-04-25;Prom Queen;lil wayne;509
2009-04-25;You Complete Me;keyshia cole;683
2009-04-25;Kids;mgmt;451
2009-04-25;My Love;the-dream;361
2009-04-25;Marry For Money;trace adkins;607
2009-04-18;Live Your Life;t.i.;375
2009-04-18;Gotta Be Somebody;nickelback;536
2009-04-18;God Love Her;toby keith;549
2009-04-18;Down The Road;kenny chesney;0.63
2009-04-18;Hot Revolver;lil wayne;589
2009-04-18;Lifeline;papa roach;443
2009-04-18;Things That Matter;rascal flatts;0.56
2009-04-11;Sweet Thing;keith urban;621
2009-04-11;Cowgirls Don't Cry;brooks;654
2009-04-11;Lions, Tigers & Bears;jazmine sullivan;576
2009-04-11;Love Who You Love;rascal flatts;0.33
2009-04-04;So What;pink;537
2009-04-04;Beep;bobby v;0.45
2009-04-04;Lost;gorilla zoe;722
2009-04-04;You're Not Sorry;taylor swift;463
2009-04-04;Forever;rascal flatts;463
2009-03-28;Lollipop;framing hanley;348
2009-03-28;Freeze;t-pain;734
2009-03-28;Last Call;lee ann womack;568
2009-03-28;Angels On The Moon;thriving ivory;475
2009-03-28;Want It, Need It;plies;654
2009-03-21;Whatever You Like;t.i.;0.68
2009-03-21;Chicken Fried;zac brown band;566
2009-03-21;Womanizer;britney spears;724
2009-03-21;Sex On Fire;kings of leon;542
2009-03-21;She Wouldn't Be Gone;blake shelton;509
2009-03-21;Don't;billy currington;718
2009-03-21;Country Boy;alan jackson;0.73
2009-03-21;More Like Her;miranda lambert;556
2009-03-21;I Will Be;leona lewis;465
2009-03-21;I Told You So;carrie underwood;369
2009-03-21;Magnificent;u2;535
2009-03-14;Disturbia;rihanna;706
2009-03-14;Miss Independent;ne-yo;668
2009-03-14;Green Light;john legend;622
2009-03-14;Feel That Fire;dierks bentley;412
2009-03-14;Pop Champagne;jim jones;0.58
2009-03-14;I'm So Paid;akon;0.53
2009-03-14;One More Drink;ludacris co-starring t-pain;558
2009-03-14;Rehab;rihanna;541
2009-03-14;Tonight;jonas brothers;465
2009-03-14;Get On Your Boots;u2;559
2009-03-14;Hold Up My Heart;brooke white;334
2009-03-14;Shone;flo rida;638
2009-03-14;Love Is On Its Way;jonas brothers;204
2009-03-14;O...Saya;m.i.a.;691
2009-03-07;Love Lockdown;kanye west;755
2009-03-07;Right Now (Na Na Na);akon;816
2009-03-07;Light On;david cook;446
2009-03-07;If I Were A Boy;beyonce;632
2009-03-07;Chopped 'N' Skrewed;t-pain;558
2009-03-07;Trading Places;usher;696
2009-03-07;Beep;bobby valentino;0.45
2009-03-07;Chasing Pavements;adele;615
2009-03-07;My President;young jeezy;595
2009-03-07;Lost!;coldplay;242
2009-03-07;Right Round;flo rida;0.72
2009-03-07;I Get It In;50 cent;0.68
2009-03-07;F*** You;lily allen;775
2009-03-07;Break My Heart;spectacular! cast;584
2009-03-07;Jai Ho! (You Are My Destiny);a.r. rahman;653
2009-02-28;Human;the killers;557
2009-02-28;Put It On Ya;plies;759
2009-02-28;IfULeave;musiq soulchild;467
2009-02-28;Kiss Me Thru The Phone;soulja boy tell 'em;761
2009-02-28;La La Land;demi lovato;461
2009-02-21;Better In Time;leona lewis;584
2009-02-21;You're Gonna Go Far, Kid;the offspring;0.55
2009-02-21;Decode;paramore;282
2009-02-21;Playa Cardz Right;keyshia cole;0.6
2009-02-21;Absolute;the fray;413
2009-02-21;Top Of The World;the pussycat dolls;742
2009-02-21;Working On A Dream;bruce springsteen;555
2009-02-14;Addicted;saving abel;512
2009-02-14;Krazy;pitbull;796
2009-02-14;Already Gone;sugarland;313
2009-02-14;In Color;jamey johnson;514
2009-02-14;Keeps Gettin' Better;christina aguilera;645
2009-02-14;Start A Band;brad paisley;603
2009-02-14;I Don't Care;apocalyptica;311
2009-02-14;Broken;lifehouse;538
2009-02-14;Tell Me Something I Don't Know;selena gomez;703
2009-02-14;Let Me;pat green;456
2009-02-07;I Don't Care;fall out boy;521
2009-02-07;Roll With Me;montgomery gentry;552
2009-02-07;Swagga Like Us;jay-z;0.58
2009-02-07;Here;rascal flatts;425
2009-02-07;Bad Girlfriend;theory of a deadman;504
2009-02-07;It's A New Day;will.i.am;795
2009-02-07;At Last;beyonce;0.26
2009-01-31;Shattered (Turn The Car Around);o.a.r.;571
2009-01-31;Crush;david archuleta;0.57
2009-01-31;Mrs. Officer;lil wayne;916
2009-01-31;Bust Your Windows;jazmine sullivan;683
2009-01-31;Lookin' For A Good Time;lady antebellum;665
2009-01-31;All Summer Long;the rock heroes;606
2009-01-31;Without You;hinder;417
2009-01-31;Seventeen Forever;metro station;569
2009-01-31;About You Now;miranda cosgrove;489
2009-01-24;Closer;ne-yo;0.72
2009-01-24;Can't Believe It;t-pain;578
2009-01-24;Come On Get Higher;matt nathanson;672
2009-01-24;Right Here (Departed);brandy;568
2009-01-24;Arab Money;busta rhymes;737
2009-01-24;Universal Mind Control;common;853
2009-01-24;When It Hurts;avant;682
2009-01-24;Go Hard;dj khaled;0.64
2009-01-24;Pen & Paper;the red jumpsuit apparatus;457
2009-01-17;Love Remains The Same;gavin rossdale;406
2009-01-17;Fall For You;secondhand serenade;387
2009-01-17;Everybody Wants To Go To Heaven;kenny chesney;702
2009-01-17;T-Shirt;shontelle;652
2009-01-17;Lovebug;jonas brothers;597
2009-01-17;Fly On The Wall;miley cyrus;559
2009-01-10;See You In My Nightmares;kanye west;674
2009-01-10;J**z In My Pants;the lonely island;652
2009-01-02;Just A Dream;carrie underwood;526
2009-01-02;My Life;the game;671
2009-01-02;What About Now;daughtry;363
2009-01-02;Let It Go;tim mcgraw;437
2009-01-02;Anything Goes;randy houser;477
2009-01-02;RUN;leona lewis;302
2008-12-27;Spotlight;jennifer hudson;707
2008-12-27;Swing;savage;886
2008-12-27;Get Up;50 cent;703
2008-12-27;Love Remembers;craig morgan;0.39
2008-12-27;No Me Doy Por Vencido;luis fonsi;368
2008-12-27;Arab Money;busta rhymes;737
2008-12-20;Forever;chris brown;672
2008-12-20;So Fly;slim;777
2008-12-20;Shattered Glass;britney spears;831
2008-12-13;Got Money;lil wayne;442
2008-12-13;Paper Planes;m.i.a.;457
2008-12-13;Need U Bad;jazmine sullivan;529
2008-12-13;Do You Believe Me Now;jimmy wayne;489
2008-12-13;What Them Girls Like;ludacris co-starring chris brown;0.53
2008-12-13;I'm So Paid;akon;0.53
2008-12-13;Chinese Democracy;guns n' roses;0.47
2008-12-13;Lost!;coldplay;242
2008-12-13;Leave Out All The Rest;linkin park;509
2008-12-13;I'd Come For You;nickelback;489
2008-12-13;Last Of A Dying Breed;ludacris co-starring lil wayne;523
2008-12-06;Don't Think I Don't Think About It;darius rucker;578
2008-12-06;Waitin' On A Woman;brad paisley;548
2008-12-06;She Never Cried In Front Of Me;toby keith;447
2008-12-06;I'll Walk;bucky covington;509
2008-12-06;Did You Wrong;pleasure p.;598
2008-12-06;Another Way to Die;jack white;517
2008-12-06;Ride;ace hood;596
2008-11-29;One Step At A Time;jordin sparks;766
2008-11-29;All Summer Long;kid rock;0.7
2008-11-29;The Way I Loved You;taylor swift;425
2008-11-29;Breathe;taylor swift;502
2008-11-29;Hey Stephen;taylor swift;834
2008-11-29;Troublemaker;akon;858
2008-11-22;Bleeding Love;leona lewis;642
2008-11-22;American Boy;estelle;727
2008-11-22;Dangerous;kardinal offishall;951
2008-11-22;In The Ayer;flo rida;0.83
2008-11-22;Bartender Song;rehab;692
2008-11-22;Angel;natasha bedingfield;566
2008-11-22;Spaceman;the killers;517
2008-11-22;Too Drunk...;buckcherry;523
2008-11-15;The Day That Never Comes;metallica;334
2008-11-15;Country Man;luke bryan;739
2008-11-15;It's Over;jesse mccartney;0.44
2008-11-15;Now Or Never;high school musical 3 cast;746
2008-11-15;Cuddy Buddy;mike jones;657
2008-11-15;Can I Have This Dance;zac efron;539
2008-11-15;Angels;david archuleta;439
2008-11-15;Something In Your Mouth;nickelback;663
2008-11-15;Dont Trust Me;3oh!3;791
2008-11-08;Shake It;metro station;618
2008-11-08;Body On Me;nelly;654
2008-11-08;Superwoman;alicia keys;553
2008-11-08;All I Ever Wanted;chuck wicks;538
2008-11-08;Lloro Por Ti;enrique iglesias;704
2008-11-01;Put On;young jeezy;649
2008-11-01;I Still Miss You;keith anderson;505
2008-11-01;Magic;robin thicke;737
2008-11-01;Johnny & June;heidi newfield;588
2008-11-01;Troubadour;george strait;549
2008-11-01;Cry For You;september;776
2008-11-01;Cuddy Buddy;mike jones;657
2008-11-01;You Are The Best Thing;ray lamontagne;574
2008-11-01;Be OK;ingrid michaelson;821
2008-11-01;What A Catch, Donnie;fall out boy;468
2008-10-25;Pocketful Of Sunshine;natasha bedingfield;721
2008-10-25;Take A Bow;rihanna;705
2008-10-25;I Kissed A Girl;katy perry;699
2008-10-25;When I Grow Up;the pussycat dolls;686
2008-10-25;You Look Good In My Shirt;keith urban;653
2008-10-25;Burnin' Up;jonas brothers;667
2008-10-25;Out Here Grindin;dj khaled feat. akon, plies, young jeezy, rick ross, ace hood, trick daddy;646
2008-10-25;The Business;yung berg;633
2008-10-25;Please Excuse My Hands;plies;698
2008-10-25;Headfirst Slide Into Cooperstown On A Bad Bet;fall out boy;606
2008-10-25;The Shock Of The Lightning;oasis;331
2008-10-18;Leavin';jesse mccartney;693
2008-10-18;The Time Of My Life;david cook;414
2008-10-18;Should've Said No;taylor swift;474
2008-10-18;All I Want To Do;sugarland;705
2008-10-18;Baby;ll cool j;802
2008-10-18;Energy;keri hilson;416
2008-10-18;Everybody Wants To Go To Heaven;kenny chesney;702
2008-10-18;Go Girl;ciara;524
2008-10-11;A Milli;lil wayne;679
2008-10-11;Get Like Me;david banner;935
2008-10-11;Lolli Lolli (Pop That Body);three 6 mafia;891
2008-10-11;Mr. Carter;lil wayne;455
2008-10-11;That's What You Get;paramore;528
2008-10-11;Here I Am;rick ross;749
2008-10-11;Holler Back;the lost trailers;442
2008-10-11;Check Yes Juliet (Run Baby Run);we the kings;347
2008-10-11;Shut Up And Let Me Go;the ting tings;852
2008-10-11;Cookie Jar;gym class heroes;687
2008-10-11;Ready For Whatever;t.i.;602
2008-10-11;On The Line;demi lovato;571
2008-10-04;Lollipop;lil wayne;828
2008-10-04;Good Time;alan jackson;652
2008-10-04;If I Never See Your Face Again;maroon 5;779
2008-10-04;Thunder;boys like girls;508
2008-10-04;Get Back;demi lovato;554
2008-10-04;Mrs. Officer;lil wayne;916
2008-10-04;Just Stand Up!;artists stand up to cancer;562
2008-10-04;I'd Rather Be With You;joshua radin;601
2008-09-27;Heaven Sent;keyshia cole;538
2008-09-27;7 Things;miley cyrus;599
2008-09-27;Free Fallin';john mayer;315
2008-09-27;Corona And Lime;shwayze;863
2008-09-27;All Summer Long;hit masters;564
2008-09-20;It's Not My Time;3 doors down;0.54
2008-09-20;I Luv Your Girl;the-dream;686
2008-09-20;Mercy;duffy;792
2008-09-20;Never Would Have Made It;marvin sapp;338
2008-09-20;Bartender Song (aka Sittin' At A Bar);rehab;692
2008-09-20;American Boy;studio all-stars;unknown
2008-09-20;Swing Ya Rag;t.i.;707
2008-09-20;Cyanide;metallica;313
2008-09-20;What Up, What's Haapnin';t.i.;416
2008-09-13;No Air;jordin sparks;466
2008-09-13;Take You Down;chris brown;387
2008-09-13;Gunpowder & Lead;miranda lambert;333
2008-09-13;I'll Be Lovin' U Long Time;mariah carey;465
2008-09-13;Believe;staind;537
2008-09-13;Change;taylor swift;534
2008-09-13;My Apocalypse;metallica;262
2008-09-06;Bust It Baby Part 2;plies;672
2008-09-06;Handlebars;flobots;0.7
2008-09-06;Home;blake shelton;558
2008-09-06;Teenage Love Affair;alicia keys;608
2008-09-06;Girls Around The World;lloyd;723
2008-09-06;Put A Girl In It;brooks;589
2008-09-06;Marco Polo;bow wow;872
2008-09-06;Dreamer;chris brown;374
2008-08-30;What You Got;colby o'donis;771
2008-08-30;Last Name;carrie underwood;395
2008-08-30;Get Silly;v.i.c.;846
2008-08-30;Lookin Boy;hot stylz;0.85
2008-08-30;Breakout;miley cyrus;0.44
2008-08-30;BB Good;jonas brothers;656
2008-08-30;Real;goo goo dolls;363
2008-08-30;Warrior;nelly;487
2008-08-30;Something Special;colbie caillat;unknown
2008-08-23;Love Song;sara bareilles;583
2008-08-23;In Love With A Girl;gavin degraw;439
2008-08-23;Damaged;danity kane;774
2008-08-23;Pork And Beans;weezer;594
2008-08-23;Summertime;new kids on the block;561
2008-08-23;Come On Over;jessica simpson;675
2008-08-23;Learning How To Bend;gary allan;511
2008-08-23;A Little Bit Longer;jonas brothers;302
2008-08-23;What If It All Goes Right;melissa lawson;632
2008-08-16;Realize;colbie caillat;699
2008-08-16;Love In This Club;usher;573
2008-08-16;4 Minutes;madonna;753
2008-08-16;Back When I Knew It All;montgomery gentry;616
2008-08-16;Te Quiero;flex;536
2008-08-16;Better As A Memory;kenny chesney;576
2008-08-16;This Is Me;demi lovato;484
2008-08-16;Buzzin';shwayze;0.85
2008-08-09;Low;flo rida;918
2008-08-09;Sexy Can I;ray j;575
2008-08-09;I'm Still A Guy;brad paisley;494
2008-08-09;Love In This Club Part II;usher;623
2008-08-09;We Weren't Crazy;josh gracin;0.42
2008-08-09;Moving Mountains;usher;0.72
2008-08-09;Pushin' Me Away;jonas brothers;473
2008-08-09;Mamma Mia;meryl streep;744
2008-08-02;Say;john mayer;485
2008-08-02;All Around Me;flyleaf;479
2008-08-02;Play My Music;jonas brothers;466
2008-08-02;Hero;nas;682
2008-07-26;Stop And Stare;onerepublic;0.49
2008-07-26;Trying To Stop Your Leaving;dierks bentley;582
2008-07-26;Inside The Fire;disturbed;463
2008-07-26;Violet Hill;coldplay;345
2008-07-26;Game's Pain;the game;0.76
2008-07-26;That Song In My Head;julianne hough;486
2008-07-26;Life In A Northern Town;sugarland;549
2008-07-26;Stepped On My J'z;nelly;692
2008-07-19;Just Got Started Lovin' You;james otto;705
2008-07-19;I Saw God Today;george strait;589
2008-07-19;The Way That I Love You;ashanti;561
2008-07-19;Every Day;rascal flatts;205
2008-07-19;Bye Bye;mariah carey;782
2008-07-19;Rise Above This;seether;532
2008-07-19;Homecoming;kanye west;679
2008-07-19;Gotta Find You;joe jonas;441
2008-07-19;We Rock;cast of camp rock;634
2008-07-19;Out Here Grindin;dj khaled;646
2008-07-19;Sneakernight;vanessa hudgens;807
2008-07-12;Touch My Body;mariah carey;716
2008-07-12;The Boss;rick ross;718
2008-07-12;She Got It;2 pistols;406
2008-07-12;Picture To Burn;taylor swift;668
2008-07-12;Love Don't Live Here;lady antebellum;653
2008-07-12;Last Time;trey songz;629
2008-07-12;I Will Possess Your Heart;death cab for cutie;605
2008-07-05;Apologize;timbaland;657
2008-07-05;Break The Ice;britney spears;712
2008-07-05;There's Nothin;sean kingston;703
2008-06-28;Don't Stop The Music;rihanna;853
2008-06-28;With You;chris brown;659
2008-06-28;You're Gonna Miss This;trace adkins;0.5
2008-06-28;New Soul;yael naim;582
2008-06-28;Love Is A Beautiful Thing;phil vassar;517
2008-06-28;She's A Hottie;toby keith;565
2008-06-28;Another Try;josh turner;504
2008-06-28;3 Peat;lil wayne;616
2008-06-28;Body On Me;nelly;654
2008-06-28;Coconut Juice;tyga;565
2008-06-21;See You Again;miley cyrus;685
2008-06-21;Feels Like Tonight;daughtry;483
2008-06-21;Nine In The Afternoon;panic at the disco;405
2008-06-21;Customer;raheem devaughn;635
2008-06-21;Move Shake Drop;dj laz;806
2008-06-21;Indestructible;disturbed;429
2008-06-21;You Ain't Got Nuthin;lil wayne;513
2008-06-14;No One;alicia keys;639
2008-06-14;Our Song;taylor swift;543
2008-06-14;Whatever It Takes;lifehouse;439
2008-06-14;What Kinda Gone;chris cagle;494
2008-06-14;Psycho;puddle of mudd;583
2008-06-14;Party People;nelly;0.67
2008-06-14;Dream Big;david cook;unknown
2008-06-14;I Still Haven't Found What I'm Looking For;david cook;unknown
2008-06-14;Love Is Gone;david guetta;787
2008-06-07;Hollywood's Not America;ferras;478
2008-06-07;Move Shake Drop;dj laz;806
2008-06-07;The World I Know;david cook;unknown
2008-06-07;Imagine;david archuleta;unknown
2008-06-07;I Don't Want To Miss A Thing;david cook;unknown
2008-06-07;Billie Jean;david cook;unknown
2008-06-07;Don't Let The Sun Go Down On Me;david archuleta;unknown
2008-06-07;In This Moment;david archuleta;unknown
2008-06-07;Always Be My Baby;david cook;639
2008-06-07;Hello;david cook;688
2008-06-07;The Music Of The Night;david cook;unknown
2008-06-07;Eleanor Rigby;david cook;677
2008-06-07;I'm Alive;david cook;unknown
2008-05-31;Paralyzer;finger eleven;645
2008-05-31;Bubbly;colbie caillat;664
2008-05-31;Sorry;buckcherry;545
2008-05-31;All-American Girl;carrie underwood;624
2008-05-31;Small Town Southern Man;alan jackson;683
2008-05-31;Falsetto;the-dream;728
2008-05-31;When You Look Me In The Eyes;jonas brothers;393
2008-05-31;Killa;cherish;796
2008-05-31;Stronger Woman;jewel;441
2008-05-31;Boyfriend/Girlfriend;c-side;704
2008-05-31;Love In This Club, Part II;usher;623
2008-05-31;No Matter What;t.i.;498
2008-05-31;Hallelujah;kate voegele;593
2008-05-31;Lucky;jason mraz;623
2008-05-24;Independent;webbie, lil' phat;725
2008-05-24;Elevator;flo rida;812
2008-05-24;Shawty Get Loose;lil mama;889
2008-05-24;Bust It Baby (Part 2);plies;672
2008-05-24;Beat It;fall out boy;558
2008-05-17;Teardrops On My Guitar;taylor swift;617
2008-05-17;The Anthem;pitbull;791
2008-05-17;Dey Know;shawty lo;428
2008-05-17;Laughed Until We Cried;jason aldean;546
2008-05-17;Give It 2 Me;madonna;837
2008-05-17;We Made It;busta rhymes;0.62
2008-05-17;Sweet And Low;augustana;443
2008-05-17;Dreams Collide;colbie caillat;509
2008-05-10;Tattoo;jordin sparks;564
2008-05-10;Superstar;lupe fiasco;572
2008-05-10;I Remember;keyshia cole;549
2008-05-10;Won't Go Home Without You;maroon 5;721
2008-05-10;I Won't Tell;fat joe;615
2008-05-10;YAHHH!;soulja boy tell'em;714
2008-05-10;Love In This Club, Part II;usher featurnig beyonce;unknown
2008-05-10;I Like The Way She Do It;g unit;671
2008-05-10;Little Miss Obsessive;ashlee simpson;558
2008-05-03;Take You There;sean kingston;752
2008-05-03;Like You'll Never See Me Again;alicia keys;548
2008-05-03;Suffocate;j. holiday;458
2008-05-03;Never;jaheim;537
2008-05-03;Feedback;janet;0.86
2008-05-03;Shiftwork;kenny chesney;847
2008-05-03;Umma Do Me;rocko;695
2008-05-03;Praying For Time;carrie underwood;399
2008-05-03;Migrate;mariah carey;564
2008-04-26;Crying Out For Me;mario;505
2008-04-26;Sensual Seduction;snoop dogg;756
2008-04-26;What Hurts The Most;cascada;579
2008-04-26;It's Good To Be Us;bucky covington;503
2008-04-26;Got Me Going;day26;755
2008-04-26;Shout To The Lord;american idol top 8;unknown
2008-04-26;Many Rivers To Cross;annie lennox;unknown
2008-04-19;Shadow Of The Day;linkin park;534
2008-04-19;Flashing Lights;kanye west;634
2008-04-19;Cleaning This Gun (Come On In Boy);rodney atkins;514
2008-04-19;crushcrushcrush;paramore;631
2008-04-19;Long Road To Ruin;foo fighters;403
2008-04-19;Go On Girl;ne-yo;624
2008-04-19;Nude;radiohead;537
2008-04-19;Supernatural Superserious;r.e.m.;0.45
2008-04-19;Things That Never Cross A Man's Mind;kellie pickler;0.67
2008-04-19;Lost;michael buble;914
2008-04-12;Clumsy;fergie;654
2008-04-12;Calabria 2008;enur;0.89
2008-04-12;Letter To Me;brad paisley;532
2008-04-12;Stealing Cinderella;chuck wicks;512
2008-04-12;International Harvester;craig morgan;699
2008-04-12;Hero/Heroine;boys like girls;422
2008-04-12;God Must Be Busy;brooks;0.52
2008-04-12;Ching-A-Ling;missy elliott;713
2008-04-12;Dance Like There's No Tomorrow;paula abdul;729
2008-04-12;Diamond Girl;ryan leslie;791
2008-04-12;Roll;flo rida;701
2008-04-05;Sweetest Girl (Dollar Bill);wyclef jean;733
2008-04-05;Like Whoa;aly;0.7
2008-04-05;Love Is Free;sheryl crow;841
2008-04-05;Who The F*** Is That?;dolla;839
2008-04-05;Woman;raheem devaughn;602
2008-04-05;Going On;gnarls barkley;428
2008-03-29;Big Girls Don't Cry;fergie;706
2008-03-29;Just Fine;mary j. blige;924
2008-03-29;Piece Of Me;britney spears;769
2008-03-29;Pop Bottles;birdman;476
2008-03-29;What Is It;baby bash;738
2008-03-29;If I Had Eyes;jack johnson;639
2008-03-29;Falling Slowly;glen hansard;0.28
2008-03-29;Honey;erykah badu;407
2008-03-22;Kiss Kiss;chris brown;738
2008-03-22;Watching Airplanes;gary allan;376
2008-03-22;The Way I Am;ingrid michaelson;877
2008-03-22;Winner At A Losing Game;rascal flatts;438
2008-03-22;Get Buck In Here;dj felli fel;542
2008-03-15;Can't Help But Wait;trey songz;699
2008-03-15;Hypnotized;plies;0.84
2008-03-15;Love Like This;natasha bedingfield;781
2008-03-08;Hate That I Love You;rihanna;637
2008-03-08;Ready, Set, Don't Go;billy ray cyrus;471
2008-03-08;Into The Night;santana;592
2008-03-08;Stay;sugarland;0.55
2008-03-08;Rock Star;hannah montana;492
2008-03-08;Shawty Get Loose;lil mama;889
2008-03-08;Shake Your Pom Pom;missy elliott;769
2008-03-01;The Way I Are;timbaland;731
2008-03-01;Crank That (Soulja Boy);soulja boy tell'em;0.74
2008-03-01;Cyclone;baby bash;641
2008-03-01;Fake It;seether;597
2008-03-01;What Do Ya Think About That;montgomery gentry;587
2008-03-01;You Know I'm No Good;amy winehouse;705
2008-03-01;I'll Be Waiting;lenny kravitz;673
2008-03-01;The Prayer (Live);celine dion;234
2008-02-23;Who Knew;pink;689
2008-02-23;Misery Business;paramore;517
2008-02-23;Shoulda Let You Go;keyshia cole introducing amina;732
2008-02-23;Everybody;keith urban;417
2008-02-23;Pictures Of You;the last goodnight;325
2008-02-23;Girlfriend;bow wow;735
2008-02-23;Suspicions;tim mcgraw;613
2008-02-23;Get My Drink On;toby keith;588
2008-02-23;Wanna Be Startin' Somethin' 2008;michael jackson;829
2008-02-16;Good Life;kanye west;435
2008-02-16;Duffle Bag Boy;playaz circle;656
2008-02-16;Go Girl;pitbull;986
2008-02-16;Through The Fire And Flames;dragonforce;113
2008-02-16;I'm Me;lil wayne;571
2008-02-09;Stronger;kanye west;625
2008-02-09;Over You;daughtry;424
